3.05	1.266666667
3.1	1.525136612
3.15	1.775938657
3.2	2.019559652
3.25	2.256448413
3.3	2.487019231
3.35	2.711655012
3.4	2.930710086
3.45	3.14451273
3.5	3.353367434
3.55	3.557556936
3.6	3.757344064
3.65	3.952973396
3.7	4.144672755
3.75	4.332654572
3.8	4.517117117
3.85	4.698245614
3.9	4.87621326
3.95	5.051182151
4	5.223304122
4.05	5.392721519
4.1	5.559567901
4.15	5.723968684
4.2	5.886041728
4.25	6.045897877
4.3	6.203641457
4.35	6.359370725
4.4	6.513178295
4.45	6.665151515
4.5	6.815372829
4.55	6.9639201
4.6	7.110866911
4.65	7.256282848
4.7	7.400233754
4.75	7.542781972
4.8	7.683986562
4.85	7.823903509
4.9	7.962585911
4.95	8.100084157
5	8.236446094
5.05	8.371717172
5.1	8.505940594
5.15	8.639157445
5.2	8.771406815
5.25	8.902725915
5.3	9.033150183
5.35	9.162713387
5.4	9.291447716
5.45	9.41938387
5.5	9.546551138
5.55	9.672977481
5.6	9.798689599
5.65	9.923712999
5.7	10.04807206
5.75	10.17179009
5.8	10.2948894
5.85	10.4173913
5.9	10.53931624
5.95	10.66068376
6	10.78151261
6.05	10.90182073
6.1	11.02162534
6.15	11.14094296
6.2	11.25978942
6.25	11.37817991
6.3	11.49612903
6.35	11.61365079
6.4	11.73075866
6.45	11.84746555
6.5	11.96378391
6.55	12.0797257
6.6	12.19530241
6.65	12.3105251
6.7	12.42540442
6.75	12.53995062
6.8	12.65417358
6.85	12.76808279
6.9	12.88168742
6.95	12.9949963
7	13.10801793
7.05	13.22076053
7.1	13.33323202
7.15	13.44544002
7.2	13.5573919
7.25	13.66909479
7.3	13.78055556
7.35	13.89178082
7.4	14.002777
7.45	14.11355028
7.5	14.22410666
7.55	14.3344519
7.6	14.44459161
7.65	14.5545312
7.7	14.66427589
7.75	14.77383074
7.8	14.88320067
7.85	14.99239041
7.9	15.10140454
7.95	15.21024752
8	15.31892365
